Date,Open,High,Low,Close,Adj Close,Volume
2018-12-06,211.089005,215.850006,211.089005,214.263000,214.263000,6069678
2018-12-07,211.089005,214.263000,207.914993,207.914993,207.914993,150681292
2018-12-10,206.328003,209.501999,199.979004,204.740005,204.740005,68110765
2018-12-11,204.740005,206.328003,203.153000,206.328003,206.328003,6429193
2018-12-12,206.328003,207.914993,204.740005,207.914993,207.914993,7540000
2018-12-13,207.914993,211.089005,206.328003,209.501999,209.501999,7660342
2018-12-14,211.089005,212.675995,206.328003,209.501999,209.501999,22679730
2018-12-17,209.501999,209.501999,201.565994,201.565994,201.565994,51922479
2018-12-18,207.914993,207.914993,199.979004,201.565994,201.565994,5661143
2018-12-19,203.153000,212.675995,201.565994,201.565994,201.565994,52743581
2018-12-20,203.153000,209.501999,195.218002,198.391998,198.391998,52393138
2018-12-21,201.565994,207.914993,195.218002,196.804993,196.804993,86641636
2018-12-24,196.804993,196.804993,196.804993,196.804993,196.804993,0
2018-12-25,196.804993,196.804993,196.804993,196.804993,196.804993,0
2018-12-26,196.804993,222.199005,188.869003,199.979004,199.979004,165897512
2018-12-27,199.979004,214.263000,196.804993,201.565994,201.565994,131537241
2018-12-28,201.565994,212.675995,199.979004,201.565994,201.565994,112243612
2018-12-31,201.565994,201.565994,201.565994,201.565994,201.565994,0
2019-01-01,201.565994,201.565994,201.565994,201.565994,201.565994,0
2019-01-02,203.153000,209.501999,196.804993,199.979004,199.979004,86327737
2019-01-03,201.565994,214.263000,201.565994,212.675995,212.675995,35760530
2019-01-04,207.914993,214.263000,207.914993,209.501999,209.501999,13844818
2019-01-07,211.089005,215.850006,211.089005,214.263000,214.263000,13931389
2019-01-08,206.328003,212.675995,206.328003,211.089005,211.089005,4204304
2019-01-09,214.263000,215.850006,211.089005,211.089005,211.089005,7949669
2019-01-10,211.089005,214.263000,204.740005,206.328003,206.328003,26552871
2019-01-11,207.914993,211.089005,207.914993,209.501999,209.501999,8351651
2019-01-14,209.501999,214.263000,207.914993,211.089005,211.089005,32399884
2019-01-15,214.263000,241.244995,212.675995,230.134995,230.134995,223196596
2019-01-16,233.309006,236.483002,225.373001,226.960007,226.960007,60755878
2019-01-17,225.373001,230.134995,223.785995,223.785995,223.785995,31339987
2019-01-18,226.960007,226.960007,217.438004,217.438004,217.438004,24949605
2019-01-21,217.438004,219.024994,206.328003,211.089005,211.089005,63297312
